str_of_words,is_person,type
Yuzhno-Sakhalinsk,0,city
Toulouse,0,city
Casablanca,0,city
Kirishi,0,city
Petropavlovsk-Kamchatsky,0,city
Magadan,0,city
Priozersk,0,city
Anadyr,0,city
Iława,0,city
Liebstadt,0,city
Neustadt in Sachsen,0,city
Rabenau,0,city
Stadt Wehlen,0,city
Stolpen,0,city
Tharandt,0,city
Wilsdruff,0,city
Hockenheim,0,city
Valladolid,0,city
Palencia,0,city
Ostrava,0,city
Reggio Calabria,0,city
Terni,0,city
Lagos,0,city
Rio de Janeiro,0,city
Shanghai,0,city
Bilbao,0,city
Seville,0,city
Vigo,0,city
A Coruña,0,city
Getafe,0,city
Granada‎,0,city
Valencia,0,city
Palma,0,city
Málaga,0,city
Schaffhausen,0,city
Winterthur,0,city
Baku,0,city
Thimphu,0,city
Bandar Seri Begawan,0,city
Bernau bei Berlin,0,city
Eberswalde,0,city
Dili,0,city
Vientiane,0,city
Malé,0,city
Bishkek,0,city
Dushanbe,0,city
Timbuktu,0,city
Burgos,0,city
Roermond,0,city
Erode,0,city
Salem,0,city
Tilburg,0,city
Ooty,0,city
Edappadi,0,city
Den Helder,0,city
Haarlem,0,city
Namakkal,0,city
Hengelo,0,city
Kampen,0,city
Mysore,0,city
Pamplona,0,city
Zaragoza,0,city
San Sebastián,0,city
Almería,0,city
Elche,0,city
Saskatoon,0,city
Belfast,0,city
Georgetown,0,city
Semarang,0,city
Lugo,0,city
Malang,0,city
Darwin,0,city
Sonoma,0,city
Siem Reap,0,city
Vadodara,0,city
Gandhinagar,0,city
Locarno,0,city
Guadalajara,0,city
Alicante,0,city
Huesca,0,city
Las Palmas de Gran Canaria,0,city
Tychy,0,city
Miranda de Ebro,0,city
Soria,0,city
Ponferrada,0,city
Nantes,0,city
Murcia,0,city
Santander,0,city
Huelva,0,city
Sabadell,0,city
Gijón,0,city
Villarreal,0,city
Jerez de la Frontera,0,city
Pontevedra,0,city
Houghton,0,city
Hancock,0,city
Detroit,0,city
Marquette,0,city
Lier,0,city
Schaerbeek,0,city
Lokeren,0,city
Bruges,0,city
Kortrijk,0,city
Aalst,0,city
Dendermonde,0,city
Sint-Niklaas,0,city
Ronda,0,city
Piacenza,0,city
Reggio Emilia,0,city
Ferrara,0,city
Ravenna,0,city
Forlì,0,city
Rimini,0,city
Pisa,0,city
Prato,0,city
Kurgan,0,city
Lecce,0,city
Latina,0,city
Foggia,0,city
Andria,0,city
Taranto,0,city
Sassari,0,city
Messina,0,city
Syracuse,0,city
Agrigento,0,city
Rubí,0,city
Terrassa,0,city
Tartu,0,city
Caro,0,city
Santiago de Compostela,0,city
Oviedo,0,city
Vitoria-Gasteiz,0,city
Mérida,0,city
Logroño,0,city
Santa Cruz de Tenerife,0,city
Teruel,0,city
Egilsstaðir,0,city
Vyborg,0,city
Oranienburg,0,city
Dreieich,0,city
Bensheim,0,city
Schorndorf,0,city
Suhl,0,city
Würselen,0,city
Neu-Isenburg,0,city
Mühlhausen/Thüringen,0,city
Tarragona,0,city
Lleida,0,city
Castelló de la Plana,0,city
Ciudad Real,0,city
Albacete,0,city
Cuenca,0,city
Pikalyovo,0,city
Boksitogorsk,0,city
Volosovo,0,city
Volkhov,0,city
Vsevolozhsk,0,city
Vysotsk,0,city
Ivangorod,0,city
Kamennogorsk,0,city
Kingisepp,0,city
Kirovsk,0,city
Lodeynoye Pole,0,city
"Lyuban (town), Leningrad Oblast",0,city
Nikolskoye,0,city
Novaya Ladoga,0,city
Podporozhye,0,city
Svetogorsk,0,city
Primorsk,0,city
Sertolovo,0,city
Slantsy,0,city
Syasstroy,0,city
Luga,0,city
Otradnoye,0,city
Sosnovy Bor,0,city
Tikhvin,0,city
Tosno,0,city
Shlisselburg,0,city
Granollers,0,city
Badalona,0,city
Kagoshima,0,city
Cáceres,0,city
Badajoz,0,city
Jaén,0,city
Cádiz,0,city
Segovia,0,city
Ávila,0,city
Salamanca,0,city
Zamora,0,city
León,0,city
Suzdal,0,city
Anapa,0,city
Temryuk,0,city
Novorossiysk,0,city
Abinsk,0,city
Apsheronsk,0,city
Armavir,0,city
Belorechensk,0,city
Gelendzhik,0,city
Tolitoli,0,city
Šempeter pri Gorici,0,city
Bovec,0,city
Brežice,0,city
Cerknica,0,city
Črnomelj,0,city
Domžale,0,city
Dravograd,0,city
Gornja Radgona,0,city
Grosuplje,0,city
Hrastnik,0,city
Idrija,0,city
Ilirska Bistrica,0,city
Izola,0,city
Kamnik,0,city
Kostanjevica na Krki,0,city
Krško,0,city
Lenart v Slovenskih goricah,0,city
Lendava,0,city
Metlika,0,city
Mežica,0,city
Murska Sobota,0,city
Postojna,0,city
Prevalje,0,city
Ptuj,0,city
Radeče,0,city
Ravne na Koroškem,0,city
Ruše,0,city
Sevnica,0,city
Sežana,0,city
Slovenska Bistrica,0,city
Slovenj Gradec,0,city
Slovenske Konjice,0,city
Šentjur,0,city
Škofja Loka,0,city
Trebnje,0,city
Velenje,0,city
Zagorje ob Savi,0,city
Altenburg,0,city
Kehl,0,city
Uelzen,0,city
Zweibrücken,0,city
Barsinghausen,0,city
Dietzenbach,0,city
Fürstenwalde,0,city
Lampertheim,0,city
Braintree,0,city
Kornwestheim,0,city
Eisenhüttenstadt,0,city
Maldonado,0,city
Nanaimo,0,city
San Jose,0,city
Denver,0,city
Houston,0,city
Phoenix,0,city
Dallas,0,city
Fort Worth,0,city
Austin,0,city
El Paso,0,city
Memphis,0,city
Columbus,0,city
Jacksonville,0,city
Laredo,0,city
Constantinople,0,city
Gulkevichi,0,city
Korenovsk,0,city
Kropotkin,0,city
Krymsk,0,city
Kurganinsk,0,city
Labinsk,0,city
Thessaloniki,0,city
Ballarat,0,city
Alice Springs,0,city
Palmerston,0,city
Arlington,0,city
Manchester,0,city
Likasi,0,city
Herborn,0,city
Pervouralsk,0,city
Molfetta,0,city
Çorovodë,0,city
Barysaw,0,city
Petrovaradin,0,city
Podolsk,0,city
Simferopol,0,city
Gori,0,city
Hørsholm,0,city
Daegu,0,city
Husum,0,city
Skövde,0,city
Viborg,0,city
Næstved,0,city
Sønderborg,0,city
Silkeborg,0,city
Fredericia,0,city
Køge,0,city
Hjørring,0,city
Chișinău,0,city
Sykeston,0,city
Águas de Santa Bárbara,0,city
Aurora,0,city
Wiesloch,0,city
Bath,0,city
Bradford,0,city
Leimen,0,city
Fort St. John,0,city
Kudat,0,city
San Rafael,0,city
Swansea,0,city
Sneek,0,city
Ladushkin,0,city
Bristol,0,city
Mytishchi,0,city
Nashville,0,city
City of London,0,city
Salt Lake City,0,city
Edinburgh,0,city
Provo,0,city
Mérida,0,city
Atlanta,0,city
Podgorica,0,city
Byzantium,0,city
Arabsiyo,0,city
Nakskov,0,city
Guadalupe,0,city
Independence,0,city
Vancouver,0,city
Liverpool,0,city
Albany,0,city
Bremen,0,city
Racibórz,0,city
Aarhus,0,city
Trenton,0,city
Odense,0,city
Leeuwarden,0,city
Newark,0,city
Košice,0,city
Aalborg,0,city
Jönköping,0,city
Stavanger,0,city
St. Gallen,0,city
Marjayoun,0,city
Norrköping,0,city
Žilina,0,city
Trondheim,0,city
Maysky,0,city
Borås,0,city
Tromsø,0,city
Kasugai,0,city
Prešov,0,city
Jounieh,0,city
Trnava,0,city
Esbjerg,0,city
Luleå,0,city
Jersey City,0,city
Poprad,0,city
Nitra,0,city
Dordrecht,0,city
Whitefish,0,city
Sundsvall,0,city
Euless,0,city
Keller,0,city
Everman,0,city
Kennedale,0,city
North Richland Hills,0,city
Forest Hill,0,city
Lewisville,0,city
Hurst,0,city
Eskilstuna,0,city
Haltom City,0,city
Falun,0,city
Halmstad,0,city
Drammen,0,city
Roskilde,0,city
Zahlé,0,city
Bergen,0,city
Helsingør,0,city
Ciudad Bolívar,0,city
Martin,0,city
Radès,0,city
Vejle,0,city
Kolding,0,city
Unaizah,0,city
Afif,0,city
El Kef,0,city
Manouba,0,city
Gölcük,0,city
Randers,0,city
Najran,0,city
Al Bahah,0,city
Thatta,0,city
Siliana,0,city
As Sulayyil,0,city
Ras Tanura,0,city
Duba,0,city
Safwa City,0,city
Kelibia,0,city
Al-`Ula,0,city
Al Majma'ah,0,city
Herning,0,city
Hafar Al-Batin,0,city
Pinya,0,city
Hillerød,0,city
Jubail,0,city
Menzel Bourguiba,0,city
Frederikshavn,0,city
Jizan,0,city
Holstebro,0,city
Sorø,0,city
Svendborg,0,city
Holbæk,0,city
New Salem,0,city
Almont,0,city
Alice,0,city
Flasher,0,city
Hebron,0,city
Reeder,0,city
Bucyrus,0,city
Haynes,0,city
Glen Ullin,0,city
Alexander,0,city
Jefferson City,0,city
Jackson,0,city
Augusta,0,city
Baton Rouge,0,city
Lansing,0,city
Concord,0,city
Lincoln,0,city
Annapolis,0,city
Kathryn,0,city
Nome,0,city
Mandan,0,city
Oriska,0,city
Dazey,0,city
São Luís,0,city
Leal,0,city
Hettinger,0,city
Fingal,0,city
Litchville,0,city
Tarnobrzeg,0,city
Hamadan,0,city
Frankfort,0,city
Kozhikode,0,city
Saint Paul,0,city
Lahti,0,city
Akureyri,0,city
Canterbury,0,city
Montgomery,0,city
Migues,0,city
Carbondale,0,city
Piedmont,0,city
Haderslev,0,city
Aswan,0,city
Asyut,0,city
Kerteminde,0,city
Bulayev,0,city
Heredia,0,city
Cartago,0,city
Limón,0,city
Kadapa,0,city
Puntarenas,0,city
Jalna,0,city
Kivi,0,city
Taft,0,city
Hurand,0,city
Jalgaon,0,city
Kingston,0,city
Jamestown,0,city
Hamilton,0,city
Plymouth,0,city
El Alto,0,city
Jever,0,city
Chungju,0,city
"Shibin Al Kawm, Al Minufiyah",0,city
Mingora,0,city
Kraków,0,city
Jerash,0,city
Al Karak,0,city
Ar Ramtha,0,city
Ma'an,0,city
Invercargill,0,city
San Saba,0,city
Allen,0,city
Las Cruces,0,city
Sikar,0,city
Yevpatoria,0,city
Jalandhar,0,city
Hubli,0,city
Hospet,0,city
Hartford,0,city
Dover,0,city
Gandia,0,city
Rio Rancho,0,city
Roswell,0,city
Sloviansk,0,city
Kramatorsk,0,city
Tel Aviv,0,city
Nice,0,city
Valparaíso,0,city
Sarnia,0,city
Fargo,0,city
Thunder Bay,0,city
Grand Forks,0,city
Barrie,0,city
Burlington,0,city
Międzyrzec Podlaski,0,city
Rotterdam,0,city
New Orleans,0,city
Johannesburg,0,city
Kingston,0,city
Dayton,0,city
Albuquerque,0,city
Santo Domingo,0,city
Oklahoma City,0,city
Brisbane,0,city
Trinidad,0,city
Cobija,0,city
Lismore,0,city
Tarija,0,city
Potosí,0,city
Kuwait City,0,city
Oruro,0,city
Tajynsha,0,city
Colombo,0,city
Almaty,0,city
Boise,0,city
Al Bayda,0,city
Lviv,0,city
Bridgetown,0,city
Brega,0,city
Apia,0,city
Roseau,0,city
Salta,0,city
Calgary,0,city
Fribourg,0,city
Aberdeen,0,city
Port Moresby,0,city
Karaj,0,city
The Hague,0,city
Cork,0,city
Kmeti,0,city
Pardubice,0,city
Rauma,0,city
Tallahassee,0,city
Bismarck,0,city
Auckland,0,city
Alajuela,0,city
Mariupol,0,city
Cleveland,0,city
Lublin,0,city
Bloemfontein,0,city
Besançon,0,city
Bălți,0,city
Port Vila,0,city
Yangon,0,city
St. Louis,0,city
Turku,0,city
Adana,0,city
Helena,0,city
Suva,0,city
Nasiriyah,0,city
Nuku'alofa,0,city
Gabane,0,city
Kopong,0,city
Thamaga,0,city
Leeds,0,city
Sochi,0,city
Anchorage,0,city
Ararat,0,city
Burbank,0,city
Qormi,0,city
Des Moines,0,city
Ajaccio,0,city
Hobart,0,city
Manaus,0,city
Springfield,0,city
Porto Alegre,0,city
Springfield,0,city
Racine,0,city
Norman,0,city
Paulínia,0,city
Bursa,0,city
Pierre,0,city
Sukhumi,0,city
Benghazi,0,city
Tampere,0,city
Breda,0,city
Honiara,0,city
Topeka,0,city
Raleigh,0,city
Itanagar,0,city
Aleppo,0,city
San Juan,0,city
Bydgoszcz,0,city
Nottingham,0,city
Basseterre,0,city
El Agheila,0,city
Nizamabad,0,city
Thanjavur,0,city
South Dumdum,0,city
St. George's,0,city
Thoothukudi,0,city
Mykolaiv,0,city
Świnoujście,0,city
Amiens,0,city
Haifa,0,city
Castries,0,city
Kansas City,0,city
Beersheba,0,city
Reims,0,city
Pyatigorsk,0,city
Shelekhov,0,city
Isfahan,0,city
Gangneung,0,city
Geoje,0,city
Gyeongsan,0,city
Gyeryong,0,city
Goyang,0,city
Gongju,0,city
Gwacheon,0,city
Gwangmyeong,0,city
Gwangyang,0,city
Gwangju,0,city
Gunsan,0,city
Gunpo,0,city
Gimcheon,0,city
Gimpo,0,city
Gimhae,0,city
Namyangju,0,city
Namwon,0,city
Nonsan,0,city
Dangjin,0,city
Dongducheon,0,city
Donghae City,0,city
Mungyeong,0,city
Miryang,0,city
Gyeongju,0,city
Boryeong,0,city
Sacheon,0,city
Samcheok,0,city
Seosan,0,city
Suncheon,0,city
Siheung,0,city
Asan,0,city
Andong,0,city
Anseong,0,city
Yangsan,0,city
Yangju,0,city
Yeongju,0,city
Yeongcheon,0,city
Osan,0,city
Wonju,0,city
Uiwang,0,city
Uijeongbu,0,city
Icheon,0,city
Iksan,0,city
Jeonju,0,city
Jeongeup,0,city
Jinju,0,city
Cheongju,0,city
Chuncheon,0,city
Taebaek,0,city
Tongyeong,0,city
Paju,0,city
Pyeongtaek,0,city
Pocheon,0,city
Pohang,0,city
Sangju,0,city
Buzuluk,0,city
Esfarayen,0,city
Kharkiv,0,city
Sheffield,0,city
York,0,city
Makeni,0,city
Olympia,0,city
Santiago de los Caballeros,0,city
Belo Horizonte,0,city
Le Havre,0,city
Agra,0,city
Donetsk,0,city
Fresno,0,city
Plymouth,0,city
Edirne,0,city
Concepción,0,city
Plzeň,0,city
Fortaleza,0,city
Derby,0,city
Guayaquil,0,city
Louisville,0,city
Madison,0,city
Salem,0,city
Ketchikan,0,city
Wrangell,0,city
Vaughan,0,city
Markham,0,city
La Plata,0,city
San Fernando del Valle de Catamarca,0,city
Resistencia,0,city
Rawson,0,city
Córdoba,0,city
Corrientes,0,city
Paraná,0,city
Formosa,0,city
San Salvador de Jujuy,0,city
La Rioja,0,city
Mendoza,0,city
Posadas,0,city
Viedma,0,city
San Juan,0,city
Río Gallegos,0,city
San Luis,0,city
Santiago del Estero,0,city
Ushuaia,0,city
San Miguel de Tucumán,0,city
Charleston,0,city
Krnete,0,city
Milosavci,0,city
Tulsa,0,city
Świętochłowice,0,city
Trabzon,0,city
Herat,0,city
Port Arthur,0,city
Kandahar,0,city
Alushta,0,city
Sükhbaatar,0,city
Mozdok,0,city
Kavajë,0,city
Ardon,0,city
Auerbach,0,city
Alcalá de Henares,0,city
Espoo,0,city
Oulu,0,city
Encarnación,0,city
Santa Monica,0,city
Orsk,0,city
Hassan,0,city
Palo Alto,0,city
Osh,0,city
Green Bay,0,city
Sagunto,0,city
Gaza City,0,city
Toruń,0,city
Lorca,0,city
Charleston,0,city
San Carlos de Bariloche,0,city
Laayoune,0,city
Salford,0,city
Frýdek-Místek,0,city
Basra,0,city
Dover,0,city
Nashua,0,city
Villa Carlos Paz,0,city
Jesús María,0,city
"Cosquín, Córdoba",0,city
Arles,0,city
Alta Gracia,0,city
Kōbe,0,city
Kayseri,0,city
Manchester,0,city
Amritsar,0,city
Konye-Urgench,0,city
Toropets,0,city
Pillsbury,0,city
Rogers,0,city
Sanborn,0,city
Tower City,0,city
Oak Ridge,0,city
Strumica,0,city
San Luis Obispo,0,city
Cambridge,0,city
Quincy,0,city
New Haven,0,city
New London,0,city
New Bedford,0,city
Gloucester,0,city
Springfield,0,city
Lowell,0,city
Lawrence,0,city
Stamford,0,city
New Britain,0,city
Waterbury,0,city
Worcester,0,city
Pittsfield,0,city
Lynn,0,city
Portsmouth,0,city
Middletown,0,city
Brockton,0,city
Fall River,0,city
Warwick,0,city
Cranston,0,city
Danbury,0,city
Pawtucket,0,city
Rochester,0,city
Irvine,0,city
Fremont,0,city
Scottsdale,0,city
Reno,0,city
Winston-Salem,0,city
Durham,0,city
Orlando,0,city
Greensboro,0,city
Stockton,0,city
Lexington,0,city
Corpus Christi,0,city
Riverside,0,city
Santa Ana,0,city
Aurora,0,city
Anaheim,0,city
Tampa,0,city
Bakersfield,0,city
Colorado Springs,0,city
Mesa,0,city
Wichita,0,city
Henderson,0,city
Fort Wayne,0,city
Chula Vista,0,city
Chandler,0,city
Lubbock,0,city
Garland,0,city
Hialeah,0,city
Crisfield,0,city
Maó-Mahón,0,city
Olonets,0,city
Mariinsk,0,city
Garden Grove,0,city
Yeoju,0,city
Mississauga,0,city
Mosina,0,city
Luboń,0,city
Puszczykowo,0,city
Swarzędz,0,city
Pobiedziska,0,city
Murowana Goślina,0,city
Cali,0,city
Kórnik,0,city
Szamotuły,0,city
Gniezno,0,city
Chodzież,0,city
Czarnków,0,city
Czempiń,0,city
Punta Arenas,0,city
Pago Pago,0,city
Charlotte Amalie,0,city
Glendale,0,city
Tempe,0,city
Peoria,0,city
Surprise,0,city
Plano,0,city
Irving,0,city
Amarillo,0,city
Brownsville,0,city
Grand Prairie,0,city
Pasadena,0,city
Mesquite,0,city
McKinney,0,city
McAllen,0,city
San Vito dei Normanni,0,city
Scranton,0,city
Middelburg,0,city
West Valley City,0,city
West Jordan,0,city
South Jordan,0,city
Orem,0,city
Sandy,0,city
Ogden,0,city
St. George,0,city
Layton,0,city
Taylorsville,0,city
General Roca,0,city
Rosario,0,city
Concordia,0,city
Gualeguaychú,0,city
Colón,0,city
"Parana, entre Ríos",0,city
Gołańcz,0,city
Grodzisk Wielkopolski,0,city
Jarocin,0,city
Kalisz,0,city
Konin,0,city
Kostrzyn,0,city
Koło,0,city
Kościan,0,city
Leszno,0,city
Nowy Tomyśl,0,city
Obrzycko,0,city
Ostrów Wielkopolski,0,city
Pniewy,0,city
Rawicz,0,city
Wronki,0,city
Września,0,city
Środa Wielkopolska,0,city
Marshall,0,city
Chita,0,city
Azul,0,city
San Pedro,0,city
Newburyport,0,city
Peabody,0,city
Beverly,0,city
Salem,0,city
Melrose,0,city
Malden,0,city
Everett,0,city
Revere,0,city
Chelsea,0,city
Winthrop,0,city
Watertown,0,city
Woburn,0,city
Amesbury,0,city
Methuen,0,city
Fitchburg,0,city
Leominster,0,city
Marlborough,0,city
Randolph,0,city
Weymouth,0,city
Norwalk,0,city
West Haven,0,city
Meriden,0,city
Newport,0,city
East Providence,0,city
Central Falls,0,city
Skellefteå,0,city
Motala,0,city
Kumanovo,0,city
Västervik,0,city
Valencia,0,city
Cuenca,0,city
San Cristóbal de La Laguna,0,city
Oberá,0,city
Puerto Iguazú,0,city
Palpalá,0,city
"Bella Vista, Corrientes",0,city
Goya,0,city
Colonia del Sacramento,0,city
San Antonio,0,city
"San Carlos, Chile",0,city
Emmerich am Rhein,0,city
St. Pete Beach,0,city
Newcastle,0,city
Johanngeorgenstadt,0,city
Jöhstadt,0,city
Lugau,0,city
Zwönitz,0,city
Zschopau,0,city
Bazargan,0,city
General Pico,0,city
Ra's Lanuf,0,city
Hasselt,0,city
Satna,0,city
Piraeus,0,city
Kakinada,0,city
Suva Reka,0,city
Narvik,0,city
Nyazepetrovsk,0,city
Columbia,0,city
